customer ID,Gender,Age,Item Purchased,Category,Season,Color,Size,Location,Ratings,Subscription status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchased,Payment method,Frequency Of Purchases,Purchase Amount USD
202,Female,66,Windbreaker,Outerwear,Winter,Teal,S,Rhode Island,4.7,Yes,2-Day Shipping,No,No,33,Debit Card,Monthly,58
203,Female,45,Earbuds,Electronics,Summer,Charcoal,M,Oregon,2.7,Yes,Standard,No,No,18,Credit Card,Annually,46
204,Female,54,Earbuds,Electronics,Summer,Orange,M,Wyoming,4.6,Yes,2-Day Shipping,No,No,9,Venmo,Weekly,92
205,Female,37,Necklace,Accessories,Summer,Olive,M,Montana,2.7,Yes,Express,No,No,34,Cash,Fortnightly,32
206,Female,54,Windbreaker,Outerwear,Spring,Turquoise,L,Louisiana,4.8,Yes,Standard,No,No,33,Debit Card,Annually,90
207,Female,50,Bluetooth Speaker,Electronics,Summer,Purple,S,Alabama,4.4,Yes,Store Pickup,No,No,15,Venmo,Quarterly,23
208,Female,25,Overcoat,Outerwear,Winter,Purple,M,Missouri,4,Yes,Express,No,No,4,Venmo,Annually,25
209,Female,47,Watch,Accessories,Spring,Yellow,M,Nebraska,3.2,Yes,2-Day Shipping,No,No,25,Bank Transfer,Quarterly,54
210,Female,63,Hat,Accessories,Winter,Indigo,M,Hawaii,4.4,Yes,Free Shipping,No,No,20,Credit Card,Bi-Weekly,72
211,Female,64,Running Shoes,Footwear,Fall,Green,S,Delaware,3.8,Yes,Standard,No,No,5,Credit Card,Every 3 Months,33
212,Female,18,Heels,Footwear,Spring,Magenta,L,New Hampshire,3.6,Yes,2-Day Shipping,No,No,16,Cash,Quarterly,43
213,Female,59,Heels,Footwear,Winter,Gold,L,New York,3.3,Yes,Standard,No,No,13,Debit Card,Fortnightly,51
214,Female,37,Dress,Clothing,Winter,Maroon,M,Rhode Island,3.4,Yes,Express,No,No,11,Venmo,Every 3 Months,85
215,Female,23,Blazer,Clothing,Summer,Blue,M,Alabama,3.5,Yes,2-Day Shipping,No,No,21,Debit Card,Quarterly,100
216,Female,54,Sneakers,Footwear,Summer,Violet,M,Mississippi,3.6,Yes,Free Shipping,No,No,6,PayPal,Every 3 Months,72
217,Female,38,Flip-Flops,Footwear,Fall,Turquoise,M,Montana,3.2,Yes,Express,No,No,29,Bank Transfer,Fortnightly,57
218,Female,19,Shirt,Clothing,Summer,Brown,XL,Rhode Island,3.7,Yes,Free Shipping,No,No,15,PayPal,Bi-Weekly,94
219,Female,34,Powerbank,Electronics,Winter,Violet,L,Louisiana,4.5,Yes,Standard,No,No,24,Venmo,Every 3 Months,34
220,Female,21,Hoodie,Clothing,Spring,Black,S,North Carolina,4.6,Yes,Standard,No,No,33,Bank Transfer,Every 3 Months,89
221,Female,50,Powerbank,Electronics,Spring,Magenta,XL,California,4.1,Yes,Free Shipping,No,No,19,Credit Card,Annually,27
222,Female,55,Hat,Accessories,Summer,Lavender,L,Oklahoma,3.4,Yes,Next Day Air,No,No,24,PayPal,Every 3 Months,63
223,Female,20,Sandals,Footwear,Summer,Violet,M,Florida,3.7,Yes,Express,No,No,19,Credit Card,Annually,70
224,Female,34,Headphones,Electronics,Summer,Green,XL,Texas,3.3,Yes,Express,No,No,4,PayPal,Quarterly,87
225,Female,62,Earbuds,Electronics,Spring,Beige,M,Nevada,4.5,Yes,Express,No,No,11,Credit Card,Every 3 Months,79
226,Female,21,Headphones,Electronics,Winter,Purple,M,Kentucky,3.3,Yes,Store Pickup,No,No,28,Credit Card,Fortnightly,79
227,Female,21,Raincoat,Outerwear,Summer,Beige,M,North Carolina,4.3,Yes,Free Shipping,No,No,24,Venmo,Quarterly,44
228,Female,42,Windbreaker,Outerwear,Summer,Cyan,M,Wyoming,2.5,Yes,Next Day Air,No,No,25,Debit Card,Quarterly,85
229,Female,35,Boots,Footwear,Spring,Silver,M,North Carolina,2.6,Yes,Free Shipping,No,Yes,27,Debit Card,Weekly,90
230,Female,39,Earbuds,Electronics,Summer,Lavender,M,West Virginia,4.9,Yes,Express,No,Yes,49,Debit Card,Bi-Weekly,94
231,Female,68,Dress,Clothing,Spring,Purple,M,Kansas,4.7,Yes,Next Day Air,No,Yes,45,Cash,Weekly,68
232,Female,46,Boots,Footwear,Winter,Pink,M,Colorado,3,Yes,Express,No,Yes,26,PayPal,Fortnightly,51
233,Female,41,Earbuds,Electronics,Spring,Maroon,M,North Dakota,3.5,Yes,2-Day Shipping,No,Yes,4,Cash,Annually,33
234,Female,23,Loafers,Footwear,Fall,Beige,L,Massachusetts,4.8,Yes,Store Pickup,No,Yes,3,Debit Card,Monthly,60
235,Female,68,Boots,Footwear,Fall,Gray,M,Illinois,4.3,Yes,2-Day Shipping,No,Yes,45,Cash,Fortnightly,59
236,Female,48,Belt,Accessories,Fall,Turquoise,L,Indiana,3.2,Yes,Express,No,Yes,21,Venmo,Monthly,30
237,Female,38,Shirt,Clothing,Summer,Silver,M,Florida,3.1,Yes,Next Day Air,No,Yes,50,Venmo,Every 3 Months,20
238,Female,41,Powerbank,Electronics,Winter,Olive,M,Maine,2.8,Yes,Next Day Air,No,Yes,19,Credit Card,Annually,20
239,Female,58,Windbreaker,Outerwear,Winter,Magenta,M,Louisiana,2.9,Yes,Express,No,Yes,6,Cash,Monthly,24
240,Female,49,Sneakers,Footwear,Fall,Lavender,S,Alaska,,Yes,Standard,No,Yes,50,Cash,Quarterly,88
241,Female,57,Windbreaker,Outerwear,Spring,Black,M,Tennessee,3.3,Yes,Standard,No,Yes,17,Credit Card,Annually,78
242,Female,49,Hat,Accessories,Fall,Turquoise,M,Ohio,2.8,Yes,Store Pickup,No,Yes,24,Credit Card,Quarterly,25
243,Female,50,Overcoat,Outerwear,Spring,Green,M,Kentucky,2.6,Yes,Store Pickup,No,Yes,46,PayPal,Monthly,57
244,Female,28,Hat,Accessories,Winter,Teal,L,Tennessee,3.9,Yes,Express,No,Yes,42,Credit Card,Every 3 Months,93
245,Female,38,Sweater,Clothing,Spring,Beige,L,California,4.9,Yes,2-Day Shipping,No,Yes,10,Cash,Every 3 Months,42
246,Female,33,Smartwatch,Electronics,Summer,Magenta,S,Montana,4.1,Yes,2-Day Shipping,No,Yes,1,Cash,Quarterly,54
247,Female,30,Sunglasses,Accessories,Fall,Yellow,M,Nevada,3,Yes,Express,No,Yes,28,PayPal,Quarterly,70
248,Female,43,Puffer Jacket,Outerwear,Spring,Yellow,M,New Jersey,4.1,Yes,2-Day Shipping,No,Yes,48,Bank Transfer,Quarterly,31
249,Female,43,Sweater,Clothing,Winter,Silver,S,Maryland,,Yes,Store Pickup,No,Yes,47,Bank Transfer,Fortnightly,93
250,Female,36,Sandals,Footwear,Winter,Silver,M,Rhode Island,4,Yes,Next Day Air,No,Yes,29,Credit Card,Annually,40
251,Female,36,Raincoat,Outerwear,Spring,Silver,S,Alaska,3.6,Yes,2-Day Shipping,No,Yes,37,PayPal,Every 3 Months,32
252,Female,64,Earbuds,Electronics,Fall,Gold,XL,Mississippi,3,Yes,Next Day Air,No,Yes,38,PayPal,Every 3 Months,27
253,Female,59,Heels,Footwear,Summer,Olive,M,New Mexico,3,Yes,Free Shipping,No,Yes,48,Venmo,Fortnightly,68
254,Female,55,Belt,Accessories,Winter,Teal,M,South Carolina,2.6,Yes,Standard,No,Yes,36,Venmo,Weekly,59
255,Female,42,Necklace,Accessories,Spring,Maroon,M,Mississippi,3.4,Yes,Free Shipping,No,Yes,9,Venmo,Fortnightly,36
256,Female,61,Blazer,Clothing,Spring,Blue,M,Hawaii,3.1,Yes,Next Day Air,No,Yes,34,Venmo,Bi-Weekly,23
257,Female,28,Bluetooth Speaker,Electronics,Summer,Peach,M,Missouri,3,Yes,Standard,No,Yes,43,Venmo,Quarterly,80
258,Female,65,Boots,Footwear,Summer,Blue,S,Louisiana,3.7,Yes,2-Day Shipping,No,Yes,46,Venmo,Quarterly,37
259,Female,27,Sandals,Footwear,Spring,Orange,S,Idaho,3.5,Yes,Express,No,Yes,5,Bank Transfer,Monthly,52
260,Female,41,Hoodie,Clothing,Winter,Yellow,XL,Texas,2.8,Yes,Store Pickup,No,Yes,15,Bank Transfer,Quarterly,79
261,Female,21,Overcoat,Outerwear,Summer,Purple,M,Mississippi,4.5,Yes,Store Pickup,No,Yes,30,Cash,Bi-Weekly,68
262,Female,61,Bluetooth Speaker,Electronics,Spring,Magenta,M,Arizona,3.3,Yes,2-Day Shipping,No,Yes,44,Bank Transfer,Weekly,98
263,Female,19,Smartwatch,Electronics,Spring,Cyan,S,Alabama,3.4,Yes,2-Day Shipping,No,Yes,16,Debit Card,Bi-Weekly,83
264,Female,22,Earbuds,Electronics,Summer,Indigo,M,New Jersey,3.2,Yes,2-Day Shipping,No,Yes,16,Venmo,Every 3 Months,83
265,Female,64,Dress,Clothing,Fall,Magenta,M,Pennsylvania,3.7,Yes,Store Pickup,No,Yes,16,Cash,Fortnightly,55
266,Female,28,Headphones,Electronics,Fall,Gray,M,Pennsylvania,4.6,Yes,2-Day Shipping,No,Yes,21,Venmo,Every 3 Months,26
267,Female,34,Overcoat,Outerwear,Summer,Turquoise,M,Utah,5,Yes,2-Day Shipping,No,Yes,39,PayPal,Annually,76
268,Female,61,Headphones,Electronics,Winter,Beige,L,Tennessee,4.4,Yes,Next Day Air,No,Yes,40,Credit Card,Weekly,85
269,Female,24,Watch,Accessories,Spring,Olive,L,Alabama,4.9,Yes,Standard,No,Yes,48,Venmo,Quarterly,89
270,Female,19,Bracelet,Accessories,Fall,Violet,L,Virginia,4.1,Yes,Standard,No,Yes,26,Venmo,Bi-Weekly,41
271,Female,51,Overcoat,Outerwear,Spring,Turquoise,L,Georgia,4.9,Yes,Store Pickup,No,Yes,46,Bank Transfer,Quarterly,30
272,Female,36,Hoodie,Clothing,Winter,White,L,Hawaii,4.7,Yes,Free Shipping,No,Yes,27,Venmo,Quarterly,53
273,Female,65,Earbuds,Electronics,Spring,Silver,M,Indiana,3,Yes,Next Day Air,No,Yes,5,Credit Card,Quarterly,66
274,Female,46,Hoodie,Clothing,Winter,Olive,L,Utah,3.4,Yes,Store Pickup,No,Yes,43,Bank Transfer,Fortnightly,33
275,Female,59,Headphones,Electronics,Spring,Blue,M,Delaware,3.2,Yes,Free Shipping,No,Yes,17,PayPal,Weekly,86
276,Female,51,Watch,Accessories,Summer,Purple,XL,Delaware,,Yes,Next Day Air,No,Yes,3,Venmo,Bi-Weekly,60
277,Female,51,Sweater,Clothing,Fall,Yellow,XL,Nebraska,4.5,Yes,Standard,No,Yes,47,Debit Card,Every 3 Months,62
278,Female,21,Windbreaker,Outerwear,Summer,Silver,L,Iowa,2.7,Yes,Standard,No,Yes,24,Venmo,Fortnightly,74
279,Female,34,Skirt,Clothing,Fall,Cyan,XL,New York,3.4,Yes,Express,No,Yes,12,Credit Card,Every 3 Months,95
280,Female,32,Smartwatch,Electronics,Winter,Green,S,Tennessee,4.6,Yes,2-Day Shipping,No,Yes,35,Debit Card,Monthly,25
281,Female,48,Watch,Accessories,Fall,Beige,S,Georgia,2.7,Yes,Free Shipping,No,Yes,42,Debit Card,Every 3 Months,59
282,Female,50,Windbreaker,Outerwear,Fall,Peach,M,Texas,4.2,Yes,Next Day Air,No,Yes,1,Cash,Fortnightly,29
283,Female,26,Headphones,Electronics,Winter,Yellow,M,Arizona,3.2,Yes,Standard,No,Yes,27,Cash,Quarterly,36
284,Female,57,Hat,Accessories,Spring,Turquoise,XL,New Mexico,4.8,Yes,Free Shipping,No,Yes,16,Bank Transfer,Monthly,82
285,Female,65,Hoodie,Clothing,Winter,Peach,M,Nevada,3.3,Yes,Express,No,Yes,36,Cash,Monthly,71
286,Female,56,Overcoat,Outerwear,Fall,Gray,L,Ohio,4.2,Yes,Next Day Air,No,Yes,30,PayPal,Quarterly,35
287,Female,44,Puffer Jacket,Outerwear,Fall,Olive,S,Wyoming,4.8,Yes,Express,No,Yes,18,Venmo,Annually,38
288,Female,50,Running Shoes,Footwear,Fall,Indigo,M,California,4.9,Yes,Next Day Air,No,Yes,45,Cash,Every 3 Months,59
289,Female,27,Powerbank,Electronics,Fall,Charcoal,M,South Carolina,3.9,Yes,Store Pickup,No,Yes,1,Debit Card,Annually,91
290,Female,49,Hat,Accessories,Fall,Beige,M,South Carolina,3,Yes,2-Day Shipping,No,Yes,42,Venmo,Annually,68
291,Female,49,Jacket,Clothing,Fall,Brown,M,Illinois,4.6,Yes,Standard,No,Yes,7,Credit Card,Weekly,21
292,Female,52,Sunglasses,Accessories,Fall,Blue,M,Florida,3.5,Yes,2-Day Shipping,No,Yes,50,PayPal,Bi-Weekly,95
293,Female,27,Raincoat,Outerwear,Fall,Teal,XL,Nevada,4.8,Yes,Express,No,Yes,37,Cash,Monthly,52
294,Female,53,Hoodie,Clothing,Summer,Black,S,Missouri,4.8,Yes,Standard,No,Yes,18,Venmo,Weekly,21
295,Female,34,Powerbank,Electronics,Fall,Gold,S,Delaware,3,Yes,Store Pickup,No,Yes,29,Cash,Weekly,67
296,Female,33,Boots,Footwear,Summer,Violet,L,Virginia,4.5,Yes,Express,No,Yes,45,Bank Transfer,Bi-Weekly,42
297,Female,62,Heels,Footwear,Fall,Cyan,S,New York,4.8,Yes,2-Day Shipping,No,Yes,13,Cash,Quarterly,63
298,Female,38,Necklace,Accessories,Fall,White,M,Missouri,3.8,Yes,Free Shipping,No,Yes,47,Venmo,Fortnightly,41
299,Female,36,Smartwatch,Electronics,Summer,Charcoal,M,South Dakota,4.6,Yes,Standard,No,Yes,7,PayPal,Weekly,46
300,Female,31,Belt,Accessories,Winter,Violet,L,North Dakota,3.1,Yes,2-Day Shipping,No,Yes,11,Cash,Quarterly,79
301,Female,62,Raincoat,Outerwear,Fall,Red,M,Oklahoma,3.4,Yes,Standard,No,Yes,39,Bank Transfer,Weekly,90
302,Female,29,Boots,Footwear,Spring,Lavender,M,Maine,3.3,Yes,Express,No,Yes,6,Debit Card,Monthly,71
303,Female,24,Raincoat,Outerwear,Fall,Gold,S,New Hampshire,4.8,Yes,2-Day Shipping,No,Yes,2,Debit Card,Annually,87
304,Female,63,Powerbank,Electronics,Fall,Red,L,New York,2.8,Yes,Free Shipping,No,Yes,39,Cash,Bi-Weekly,66
305,Female,56,Sneakers,Footwear,Fall,Magenta,L,Minnesota,3.1,Yes,Express,No,Yes,23,Cash,Fortnightly,90
306,Female,63,Sandals,Footwear,Fall,Teal,L,Pennsylvania,4.6,Yes,Free Shipping,No,Yes,46,PayPal,Monthly,47
307,Female,40,Boots,Footwear,Summer,Purple,L,Montana,2.6,Yes,Standard,No,Yes,19,Debit Card,Fortnightly,38
308,Female,18,Powerbank,Electronics,Fall,Charcoal,L,Alabama,2.6,Yes,Standard,No,Yes,3,Venmo,Bi-Weekly,50
309,Female,50,Smartwatch,Electronics,Summer,Gray,S,New York,3.8,Yes,Free Shipping,No,Yes,47,Credit Card,Bi-Weekly,79
310,Female,66,Headphones,Electronics,Summer,White,L,Mississippi,4.5,Yes,Next Day Air,No,Yes,6,Bank Transfer,Quarterly,91
311,Female,25,Raincoat,Outerwear,Spring,Olive,M,Florida,3,Yes,Express,No,Yes,6,PayPal,Bi-Weekly,60
312,Female,65,Jacket,Clothing,Winter,Charcoal,S,New Jersey,,Yes,Express,No,Yes,12,PayPal,Every 3 Months,81
313,Female,53,Overcoat,Outerwear,Fall,Charcoal,M,Massachusetts,3.8,Yes,Express,No,Yes,40,Bank Transfer,Quarterly,90
314,Female,61,Puffer Jacket,Outerwear,Fall,Orange,S,Wyoming,3.5,Yes,Store Pickup,No,Yes,38,Venmo,Fortnightly,70
315,Female,67,Sunglasses,Accessories,Summer,Yellow,XL,Virginia,3.1,Yes,Free Shipping,No,Yes,10,Venmo,Monthly,63
316,Female,59,Overcoat,Outerwear,Summer,Beige,XL,South Dakota,3,Yes,Next Day Air,No,Yes,28,Cash,Quarterly,29
317,Female,55,Belt,Accessories,Fall,Silver,M,Kentucky,4.3,Yes,Free Shipping,No,Yes,19,Venmo,Annually,90
318,Female,21,Sandals,Footwear,Summer,Indigo,S,Wyoming,3.3,Yes,Express,No,Yes,25,Venmo,Bi-Weekly,22
319,Female,44,Sunglasses,Accessories,Summer,Lavender,M,West Virginia,4.7,Yes,Next Day Air,No,Yes,38,Cash,Every 3 Months,22
320,Female,65,Bluetooth Speaker,Electronics,Fall,Turquoise,L,Virginia,4.5,Yes,Express,No,Yes,6,Bank Transfer,Monthly,62
321,Female,65,Overcoat,Outerwear,Winter,Green,M,Washington,2.9,Yes,2-Day Shipping,No,Yes,7,Cash,Bi-Weekly,57
322,Female,54,Loafers,Footwear,Fall,Orange,M,Louisiana,4.1,Yes,Store Pickup,No,Yes,2,PayPal,Weekly,32
323,Female,56,Windbreaker,Outerwear,Spring,Turquoise,S,Nevada,3.5,Yes,2-Day Shipping,No,Yes,24,Venmo,Annually,53
324,Female,58,Headphones,Electronics,Fall,Cyan,L,California,3.4,Yes,Express,No,Yes,26,Debit Card,Bi-Weekly,79
325,Female,54,Jeans,Clothing,Fall,Charcoal,M,Mississippi,3.3,Yes,Next Day Air,No,Yes,25,Bank Transfer,Annually,61
326,Female,58,Earbuds,Electronics,Fall,Teal,L,Mississippi,3.2,Yes,Next Day Air,No,Yes,10,Bank Transfer,Annually,78
327,Female,48,Sweater,Clothing,Fall,Maroon,XL,Iowa,4,Yes,Express,No,Yes,14,Cash,Quarterly,97
328,Female,19,Shirt,Clothing,Summer,Red,S,Pennsylvania,3.6,Yes,Standard,No,Yes,21,Bank Transfer,Weekly,78
329,Female,69,Skirt,Clothing,Summer,Yellow,M,Alabama,4.6,Yes,Standard,No,Yes,26,Debit Card,Every 3 Months,56
330,Female,58,Bluetooth Speaker,Electronics,Winter,Gray,L,Maine,2.6,Yes,Store Pickup,No,Yes,12,Bank Transfer,Quarterly,25
331,Female,49,Raincoat,Outerwear,Winter,Blue,M,New Mexico,4.3,Yes,Store Pickup,No,Yes,11,Credit Card,Monthly,28
332,Female,32,Powerbank,Electronics,Fall,Lavender,M,Montana,3.4,Yes,Express,No,Yes,15,Credit Card,Monthly,57
333,Female,40,Powerbank,Electronics,Summer,Yellow,L,Texas,3.5,Yes,2-Day Shipping,No,Yes,13,Debit Card,Quarterly,36
334,Female,25,Hat,Accessories,Summer,Indigo,XL,Kansas,4.2,Yes,2-Day Shipping,No,Yes,5,Cash,Bi-Weekly,69
335,Female,70,Earbuds,Electronics,Fall,Violet,M,South Carolina,,Yes,Express,No,Yes,36,Cash,Quarterly,48
336,Female,69,Scarf,Accessories,Summer,Green,L,Colorado,3.6,Yes,2-Day Shipping,No,Yes,32,Credit Card,Quarterly,58
337,Female,45,Raincoat,Outerwear,Spring,White,M,Georgia,4.3,Yes,Store Pickup,No,Yes,1,PayPal,Quarterly,24
338,Female,29,Running Shoes,Footwear,Summer,Gold,S,Indiana,4.9,Yes,Next Day Air,No,Yes,15,Credit Card,Every 3 Months,31
339,Female,47,Sweater,Clothing,Summer,Indigo,L,North Carolina,4.1,Yes,2-Day Shipping,No,Yes,3,PayPal,Fortnightly,29
340,Female,28,Dress,Clothing,Summer,Lavender,XL,Virginia,3.6,Yes,Next Day Air,No,Yes,48,Debit Card,Weekly,69
341,Female,64,Bracelet,Accessories,Summer,Purple,XL,Kansas,3.4,Yes,Free Shipping,No,Yes,30,Bank Transfer,Quarterly,79
342,Female,47,Blazer,Clothing,Summer,Lavender,M,Missouri,2.9,No,Standard,No,Yes,40,Venmo,Bi-Weekly,39
343,Female,60,Windbreaker,Outerwear,Winter,Maroon,S,New Jersey,2.7,No,Free Shipping,No,Yes,24,Cash,Weekly,84
344,Female,67,Raincoat,Outerwear,Summer,Teal,L,Missouri,4.3,No,Next Day Air,No,Yes,48,Debit Card,Every 3 Months,66
345,Female,35,Loafers,Footwear,Fall,Green,XL,Colorado,,No,Standard,No,Yes,27,PayPal,Annually,92
346,Female,30,Overcoat,Outerwear,Fall,Olive,M,Idaho,2.8,No,2-Day Shipping,No,Yes,14,Cash,Bi-Weekly,45
347,Female,23,Loafers,Footwear,Spring,Turquoise,L,Wyoming,3.2,No,Express,No,Yes,18,Cash,Monthly,74
348,Female,70,Loafers,Footwear,Winter,Green,M,Delaware,3.6,No,Store Pickup,No,Yes,48,Debit Card,Monthly,39
349,Female,21,Raincoat,Outerwear,Winter,Teal,M,California,4,No,Store Pickup,No,Yes,32,Debit Card,Weekly,71
350,Female,51,Jacket,Clothing,Summer,White,XL,North Dakota,4.9,No,2-Day Shipping,No,Yes,21,Bank Transfer,Every 3 Months,95
351,Female,22,Wallet,Accessories,Winter,Orange,M,South Carolina,4,No,2-Day Shipping,No,Yes,42,Bank Transfer,Fortnightly,72
352,Female,32,Shorts,Clothing,Fall,Beige,S,North Carolina,3.8,No,2-Day Shipping,No,Yes,4,Debit Card,Monthly,85
353,Female,37,Dress,Clothing,Summer,Yellow,M,Oklahoma,,No,Standard,No,Yes,19,Debit Card,Weekly,54
354,Female,31,Raincoat,Outerwear,Winter,Charcoal,S,Maine,3.9,No,Free Shipping,No,Yes,6,PayPal,Bi-Weekly,41
355,Female,44,Windbreaker,Outerwear,Summer,Silver,L,Missouri,3.3,No,Next Day Air,No,Yes,2,Cash,Fortnightly,24
356,Female,40,Powerbank,Electronics,Winter,Green,M,Vermont,2.7,No,Express,No,Yes,21,PayPal,Monthly,99
357,Female,27,Sunglasses,Accessories,Spring,Pink,M,Connecticut,4.7,No,Express,No,Yes,40,Venmo,Fortnightly,32
358,Female,47,Sandals,Footwear,Fall,Purple,S,New Hampshire,2.8,No,Express,No,Yes,33,PayPal,Quarterly,71
359,Female,41,Headphones,Electronics,Fall,Orange,M,Texas,4.6,No,Store Pickup,No,Yes,26,Bank Transfer,Monthly,49
360,Female,51,Boots,Footwear,Summer,Charcoal,L,North Dakota,2.6,No,Free Shipping,No,Yes,23,Cash,Annually,50
361,Female,53,Sandals,Footwear,Winter,Teal,M,California,3.9,No,Next Day Air,No,Yes,39,Cash,Quarterly,91
362,Female,43,Powerbank,Electronics,Winter,Beige,M,Virginia,4.9,No,Free Shipping,No,Yes,42,Cash,Monthly,46
363,Female,67,Skirt,Clothing,Spring,White,M,Delaware,4.1,No,Express,No,Yes,41,Venmo,Annually,50
364,Female,61,T-Shirt,Clothing,Summer,White,XL,Kentucky,3,No,Next Day Air,No,Yes,41,Credit Card,Quarterly,39
365,Female,68,Dress,Clothing,Summer,Orange,XL,Delaware,4.1,No,Express,No,Yes,12,Debit Card,Fortnightly,99
366,Female,67,Running Shoes,Footwear,Spring,Cyan,M,Arkansas,,No,2-Day Shipping,No,Yes,31,Bank Transfer,Weekly,48
367,Female,29,Skirt,Clothing,Summer,Orange,S,Louisiana,4,No,Store Pickup,No,Yes,34,Credit Card,Fortnightly,77
368,Female,50,Scarf,Accessories,Winter,Olive,M,Nevada,3.6,No,2-Day Shipping,No,Yes,3,Venmo,Monthly,95
369,Female,61,Sweater,Clothing,Winter,Charcoal,XL,Wyoming,3,No,Express,No,Yes,29,Cash,Weekly,100
370,Female,19,Sneakers,Footwear,Summer,White,XL,Virginia,3,No,Next Day Air,No,Yes,15,PayPal,Annually,54
371,Female,33,Necklace,Accessories,Fall,Teal,M,Nebraska,2.6,No,Next Day Air,No,Yes,18,PayPal,Annually,68
372,Female,51,Dress,Clothing,Winter,Yellow,M,Hawaii,3.4,No,Express,No,Yes,2,Bank Transfer,Every 3 Months,22
373,Female,69,Raincoat,Outerwear,Fall,White,L,Vermont,3.1,No,Standard,No,Yes,49,Bank Transfer,Monthly,84
374,Female,19,Powerbank,Electronics,Summer,Beige,S,Oklahoma,3,No,Standard,No,Yes,48,Cash,Fortnightly,46
375,Female,55,Sunglasses,Accessories,Spring,Beige,XL,New Hampshire,3.7,No,Store Pickup,No,Yes,43,Debit Card,Fortnightly,53
376,Female,49,Powerbank,Electronics,Fall,Maroon,M,Kansas,3.5,No,Store Pickup,No,Yes,30,Debit Card,Monthly,60
377,Female,31,Bluetooth Speaker,Electronics,Winter,Teal,S,Idaho,2.8,No,Express,No,Yes,10,Bank Transfer,Quarterly,32
378,Female,42,Sandals,Footwear,Spring,Lavender,M,Illinois,4.5,No,2-Day Shipping,No,Yes,11,Venmo,Bi-Weekly,50
379,Female,69,Dress,Clothing,Summer,Maroon,XL,South Dakota,3.3,No,2-Day Shipping,No,Yes,12,Debit Card,Bi-Weekly,94
380,Female,26,Sweater,Clothing,Winter,Orange,L,Massachusetts,3.4,No,Express,No,Yes,28,PayPal,Weekly,26
381,Female,41,Sunglasses,Accessories,Summer,Cyan,L,Alabama,3.2,No,2-Day Shipping,No,Yes,36,Credit Card,Monthly,44
382,Female,55,Earbuds,Electronics,Fall,Silver,M,Ohio,3.7,No,Store Pickup,No,Yes,37,PayPal,Fortnightly,57
383,Female,35,Sweater,Clothing,Summer,Teal,M,Wyoming,4.6,No,Next Day Air,No,Yes,22,Debit Card,Quarterly,65
384,Female,66,Loafers,Footwear,Winter,Blue,M,Wisconsin,5,No,2-Day Shipping,No,Yes,32,Bank Transfer,Bi-Weekly,72
385,Female,36,Boots,Footwear,Fall,Blue,XL,Minnesota,4.4,No,Next Day Air,No,Yes,40,Venmo,Monthly,62
386,Female,27,Flip-Flops,Footwear,Fall,Olive,M,Georgia,4.9,No,Free Shipping,No,Yes,47,PayPal,Annually,21
387,Female,41,Scarf,Accessories,Winter,Purple,M,Arkansas,4.1,No,Standard,No,Yes,24,Debit Card,Monthly,85
388,Female,21,Loafers,Footwear,Spring,Charcoal,M,West Virginia,4.9,No,Free Shipping,No,Yes,11,Venmo,Monthly,51
389,Female,53,Skirt,Clothing,Winter,Olive,M,Indiana,4.7,No,Next Day Air,No,Yes,19,Credit Card,Fortnightly,84
390,Female,54,Raincoat,Outerwear,Fall,Violet,S,Utah,3,No,Standard,No,Yes,42,Cash,Bi-Weekly,37
391,Female,53,Watch,Accessories,Spring,Red,XL,Nebraska,3.4,No,2-Day Shipping,No,Yes,6,Cash,Bi-Weekly,44
392,Female,47,Hoodie,Clothing,Fall,Beige,M,North Dakota,3.2,No,Express,No,Yes,31,Cash,Quarterly,45
393,Female,64,Powerbank,Electronics,Summer,Green,M,Missouri,,No,Store Pickup,No,Yes,31,Credit Card,Fortnightly,35
394,Female,18,Sandals,Footwear,Winter,Violet,M,New York,4.5,No,Store Pickup,No,Yes,27,Debit Card,Quarterly,50
395,Female,68,Necklace,Accessories,Spring,Teal,M,Washington,2.7,No,2-Day Shipping,No,Yes,24,Venmo,Bi-Weekly,26
396,Female,62,Overcoat,Outerwear,Fall,Yellow,L,South Carolina,3.4,No,2-Day Shipping,No,Yes,35,PayPal,Every 3 Months,78
397,Female,51,Boots,Footwear,Spring,Yellow,M,Utah,4.6,No,2-Day Shipping,No,Yes,21,Debit Card,Fortnightly,82
398,Female,54,Flip-Flops,Footwear,Winter,Olive,M,Idaho,2.7,No,2-Day Shipping,No,Yes,8,Bank Transfer,Every 3 Months,39
399,Female,22,Scarf,Accessories,Summer,Magenta,M,Pennsylvania,4.2,No,Free Shipping,No,Yes,26,Debit Card,Annually,55
400,Female,53,Loafers,Footwear,Fall,Black,S,Missouri,3.2,No,Express,No,Yes,26,PayPal,Every 3 Months,20
401,Female,34,Skirt,Clothing,Fall,Olive,M,Nebraska,4.8,No,Store Pickup,No,Yes,9,PayPal,Bi-Weekly,29
402,Female,32,Shirt,Clothing,Winter,Magenta,M,Indiana,3.3,No,2-Day Shipping,No,Yes,48,Credit Card,Bi-Weekly,41
403,Female,64,Overcoat,Outerwear,Fall,Olive,M,Arizona,4.2,No,Free Shipping,No,Yes,33,Credit Card,Annually,38
404,Female,20,Sandals,Footwear,Winter,Teal,M,Hawaii,4.8,No,Express,No,Yes,31,Cash,Monthly,47
